id,EAP,HPL,MWS
id23193,0.824218,0.026699,0.149083
id19651,0.987933,0.006919,0.005148
id09135,0.049630,0.010806,0.939564
id16416,0.063101,0.871204,0.065695
id03990,0.612598,0.273019,0.114383
id09922,0.009286,0.009609,0.981104
id17688,0.285250,0.168285,0.546465
id05846,0.365456,0.365301,0.269243
id22599,0.000939,0.998773,0.000288
id15087,0.594884,0.237813,0.167303
id14711,0.059963,0.216784,0.723253
id09969,0.013239,0.984640,0.002122
id21377,0.039880,0.017520,0.942600
id25247,0.107851,0.795494,0.096655
id23590,0.384620,0.603399,0.011981
id21390,0.210253,0.264689,0.525058
id21176,0.101510,0.518603,0.379887
id27310,0.899461,0.029098,0.071440
id03802,0.041618,0.013932,0.944450
id19012,0.968792,0.012858,0.018350
id02414,0.097591,0.060463,0.841946
id21814,0.232545,0.376109,0.391346
id00247,0.808012,0.173529,0.018459
id24584,0.968041,0.022426,0.009534
id01109,0.377651,0.163392,0.458957
id07953,0.681181,0.092612,0.226207
id02030,0.460234,0.464962,0.074804
id23912,0.352058,0.044183,0.603759
id13856,0.729061,0.062398,0.208541
id18661,0.020052,0.966654,0.013294
id16595,0.004212,0.004395,0.991393
id11387,0.362744,0.084552,0.552704
id12489,0.247897,0.171133,0.580970
id26079,0.924482,0.021965,0.053553
id05553,0.779956,0.087531,0.132514
id09596,0.693220,0.297888,0.008892
id23663,0.048896,0.936403,0.014701
id25726,0.887002,0.053226,0.059772
id18105,0.093543,0.141503,0.764954
id23249,0.081181,0.885927,0.032892
id19756,0.022902,0.006359,0.970740
id23981,0.028537,0.854270,0.117193
id11521,0.111870,0.069758,0.818371
id17449,0.015504,0.014004,0.970492
id15479,0.915071,0.029009,0.055920
id13555,0.021112,0.004624,0.974265
id01520,0.356878,0.047294,0.595828
id03093,0.948947,0.019299,0.031754
id09992,0.385857,0.303896,0.310247
id06668,0.743672,0.197733,0.058595
id19568,0.628395,0.264154,0.107451
id17963,0.800507,0.101997,0.097496
id04142,0.625226,0.283321,0.091453
id24508,0.048099,0.050556,0.901345
id10791,0.588566,0.057758,0.353676
id01228,0.051923,0.051798,0.896279
id24879,0.504532,0.198322,0.297146
id19795,0.109535,0.362008,0.528457
id02488,0.040033,0.042398,0.917569
id10204,0.110081,0.713195,0.176724
id20878,0.591900,0.140758,0.267341
id10163,0.133455,0.047694,0.818851
id26439,0.057311,0.060762,0.881927
id06268,0.912758,0.068746,0.018496
id05530,0.001198,0.001099,0.997702
id15914,0.030444,0.944258,0.025297
id21656,0.647362,0.309989,0.042649
id16473,0.103824,0.752041,0.144135
id11262,0.004851,0.003451,0.991698
id15332,0.025833,0.014706,0.959461
id01765,0.004559,0.003152,0.992289
id12527,0.832121,0.065863,0.102015
id16877,0.084119,0.096832,0.819049
id19105,0.609966,0.164069,0.225966
id19533,0.944395,0.015392,0.040213
id27557,0.069946,0.814510,0.115544
id19487,0.085094,0.035383,0.879523
id25958,0.029706,0.007099,0.963195
id22331,0.244836,0.152885,0.602279
id13674,0.496126,0.336879,0.166995
id04688,0.999430,0.000287,0.000283
id25663,0.043039,0.036259,0.920702
id00344,0.143485,0.793321,0.063194
id11323,0.661262,0.195574,0.143163
id18670,0.415729,0.575578,0.008694
id23811,0.837759,0.016399,0.145842
id27702,0.972736,0.023009,0.004255
id09979,0.975694,0.010011,0.014295
id25040,0.031168,0.954681,0.014151
id00083,0.990515,0.008063,0.001422
id19751,0.814139,0.155599,0.030262
id19385,0.263698,0.137387,0.598915
id22498,0.926941,0.023779,0.049280
id20381,0.427496,0.467068,0.105436
id00428,0.020263,0.004924,0.974813
id26942,0.044899,0.439095,0.516006
id10242,0.179192,0.278628,0.542181
id08136,0.062054,0.050701,0.887245
id00055,0.000084,0.000179,0.999737
id15243,0.128762,0.143849,0.727389
id13954,0.805651,0.078051,0.116298
id26797,0.956812,0.001986,0.041202
id11384,0.006953,0.934640,0.058407
id07965,0.697063,0.038943,0.263994
id19311,0.663520,0.049604,0.286876
id08841,0.450070,0.245340,0.304590
id14884,0.854001,0.027262,0.118736
id10859,0.837165,0.052979,0.109856
id10460,0.602994,0.363968,0.033038
id25236,0.193214,0.173982,0.632804
id19325,0.006762,0.985026,0.008212
id03265,0.188622,0.683501,0.127877
id08636,0.016829,0.950517,0.032654
id11848,0.011904,0.964357,0.023739
id20945,0.543844,0.167202,0.288953
id04971,0.638846,0.255484,0.105669
id08496,0.918018,0.072268,0.009713
id23091,0.091818,0.103045,0.805137
id06654,0.097875,0.850129,0.051996
id10002,0.506044,0.467011,0.026944
id16426,0.349214,0.093183,0.557604
id12285,0.057581,0.935699,0.006719
id18466,0.966826,0.016250,0.016924
id27110,0.989134,0.002501,0.008365
id07502,0.659022,0.069224,0.271754
id02890,0.231936,0.584891,0.183172
id19800,0.432858,0.434961,0.132181
id19162,0.518510,0.207440,0.274050
id23696,0.559020,0.379469,0.061511
id25580,0.818375,0.041940,0.139685
id09671,0.216145,0.698725,0.085130
id21501,0.005430,0.986384,0.008186
id23983,0.024892,0.065665,0.909443
id15163,0.035732,0.801056,0.163212
id03351,0.010110,0.913966,0.075924
id07575,0.033096,0.959801,0.007103
id12149,0.835550,0.056156,0.108294
id10262,0.128471,0.510062,0.361467
id20055,0.072100,0.900691,0.027210
id16660,0.976334,0.006179,0.017487
id03200,0.315357,0.426021,0.258622
id19508,0.175611,0.069975,0.754414
id03793,0.005424,0.987091,0.007484
id19882,0.056394,0.684286,0.259320
id16261,0.667290,0.315429,0.017282
id22519,0.017468,0.062061,0.920471
id24023,0.136433,0.838885,0.024682
id04432,0.403496,0.287782,0.308723
id06228,0.968784,0.013977,0.017239
id20655,0.414963,0.075920,0.509117
id10603,0.128038,0.849202,0.022760
id05162,0.783542,0.195732,0.020726
id18462,0.063072,0.110738,0.826191
id10034,0.077423,0.838884,0.083693
id20090,0.004953,0.006009,0.989038
id10966,0.155508,0.080187,0.764305
id10696,0.005539,0.989906,0.004556
id01326,0.409960,0.194296,0.395744
id03613,0.056714,0.918719,0.024568
id01794,0.407969,0.351684,0.240347
id26181,0.009009,0.000988,0.990004
id27587,0.835941,0.128895,0.035165
id08364,0.767036,0.198346,0.034618
id24179,0.971456,0.020495,0.008049
id02284,0.862696,0.106474,0.030830
id10671,0.930915,0.045182,0.023903
id08252,0.345022,0.293208,0.361770
id15951,0.245963,0.469365,0.284671
id21864,0.019653,0.010254,0.970092
id04453,0.023836,0.964724,0.011440
id12771,0.118833,0.263555,0.617612
id09751,0.557902,0.285609,0.156489
id10572,0.651336,0.240613,0.108051
id13036,0.025733,0.220138,0.754130
id00112,0.146460,0.489368,0.364173
id13299,0.076238,0.066247,0.857515
id00858,0.178673,0.019412,0.801915
id08297,0.165792,0.800659,0.033549
id11005,0.029953,0.025962,0.944085
id25101,0.041835,0.844237,0.113928
id26150,0.947500,0.043545,0.008955
id13836,0.840319,0.116642,0.043039
id07352,0.064871,0.896337,0.038792
id08883,0.697140,0.026447,0.276413
id09328,0.146558,0.418082,0.435360
id03934,0.028852,0.279071,0.692077
id14064,0.003136,0.895439,0.101425
id06643,0.688008,0.233268,0.078724
id21558,0.901695,0.065504,0.032800
id17053,0.292142,0.088385,0.619473
id06434,0.410150,0.146154,0.443696
id16616,0.026581,0.013038,0.960381
id03306,0.125727,0.141108,0.733165
id07375,0.042663,0.528387,0.428951
id07934,0.350965,0.040104,0.608931
id02202,0.285606,0.054511,0.659883
id03667,0.854087,0.035611,0.110301
id27531,0.663248,0.181723,0.155029
id00608,0.010227,0.969240,0.020533
id18141,0.385771,0.025978,0.588251
id00008,0.983374,0.012305,0.004321
id08845,0.639341,0.118149,0.242511
id16610,0.981880,0.013897,0.004223
id07464,0.083885,0.042698,0.873418
id02189,0.823338,0.064949,0.111713
id17456,0.155574,0.153230,0.691196
id09421,0.040783,0.029648,0.929570
id12813,0.164381,0.545133,0.290486
id23428,0.016605,0.040460,0.942935
id01358,0.919328,0.073444,0.007229
id02737,0.045170,0.422901,0.531929
id27430,0.057198,0.043461,0.899341
id12857,0.234487,0.597169,0.168344
id01905,0.039231,0.044738,0.916031
id18314,0.953910,0.042909,0.003181
id02216,0.955016,0.013048,0.031936
id04034,0.007627,0.978239,0.014134
id11461,0.018524,0.976884,0.004592
id09397,0.050557,0.029095,0.920348
id25870,0.171746,0.033596,0.794657
id11653,0.284076,0.038495,0.677429
id10046,0.858220,0.027002,0.114777
id27294,0.758471,0.075265,0.166265
id09975,0.593772,0.295346,0.110882
id09133,0.138994,0.102560,0.758446
id08410,0.529524,0.041034,0.429442
id19062,0.273384,0.563826,0.162790
id26530,0.035241,0.051640,0.913119
id09772,0.662841,0.069256,0.267903
id10360,0.907304,0.025620,0.067077
id12530,0.261081,0.711929,0.026990
id06013,0.161529,0.051883,0.786588
id10525,0.612521,0.061197,0.326282
id25934,0.160228,0.629368,0.210404
id10624,0.737257,0.183324,0.079419
id16000,0.038631,0.010340,0.951029
id01995,0.654327,0.006029,0.339644
id26809,0.009659,0.001051,0.989291
id06631,0.064596,0.908553,0.026851
id23869,0.011716,0.062491,0.925793
id06357,0.067102,0.881023,0.051875
id02926,0.028999,0.011357,0.959644
id14130,0.896402,0.010119,0.093479
id12672,0.139756,0.813269,0.046975
id21593,0.946481,0.023717,0.029802
id06089,0.000459,0.998512,0.001029
id09878,0.082197,0.061164,0.856639
id06940,0.073775,0.805496,0.120729
id11312,0.097458,0.856525,0.046017
id25039,0.136390,0.063410,0.800200
id25401,0.562612,0.335897,0.101492
id21772,0.203553,0.321871,0.474576
id22915,0.193002,0.570105,0.236892
id01096,0.251591,0.529608,0.218800
id15071,0.001564,0.993878,0.004558
id01062,0.115656,0.037845,0.846498
id09059,0.013147,0.968172,0.018681
id16954,0.555170,0.060958,0.383872
id11730,0.721652,0.037760,0.240589
id26294,0.096877,0.018899,0.884223
id00940,0.203788,0.412661,0.383551
id08422,0.567725,0.294540,0.137736
id14612,0.002616,0.001263,0.996121
id11545,0.371338,0.350273,0.278389
id24921,0.023927,0.023995,0.952078
id18942,0.600583,0.052165,0.347252
id23652,0.122185,0.761726,0.116089
id07261,0.566067,0.032522,0.401411
id11791,0.677063,0.125160,0.197777
id07207,0.028134,0.215898,0.755969
id19774,0.937554,0.013307,0.049138
id06049,0.475538,0.185883,0.338579
id13983,0.406420,0.099672,0.493909
id27463,0.411281,0.019019,0.569700
id09046,0.094107,0.282308,0.623585
id25994,0.258477,0.706208,0.035315
id02689,0.088591,0.694670,0.216738
id14829,0.184340,0.811691,0.003969
id20759,0.045554,0.002383,0.952063
id27848,0.867734,0.036293,0.095973
id08225,0.011728,0.031533,0.956739
id17637,0.161467,0.017355,0.821178
id15355,0.463250,0.164419,0.372331
id13448,0.097765,0.180183,0.722051
id01981,0.038810,0.330260,0.630930
id09107,0.191037,0.097294,0.711668
id20630,0.623458,0.353139,0.023404
id10726,0.666305,0.258763,0.074933
id03636,0.013108,0.004222,0.982670
id01736,0.375242,0.421954,0.202804
id23828,0.743949,0.147556,0.108495
id27861,0.640573,0.019354,0.340073
id14983,0.934966,0.037813,0.027221
id04726,0.208200,0.368873,0.422927
id03313,0.041148,0.009295,0.949557
id21981,0.116060,0.791610,0.092330
id20082,0.765438,0.215745,0.018817
id03502,0.715847,0.100238,0.183915
id04804,0.932402,0.018380,0.049218
id20635,0.183884,0.009782,0.806334
id09564,0.684342,0.200951,0.114707
id01354,0.398606,0.524183,0.077211
id09441,0.411786,0.019575,0.568638
id07175,0.807841,0.160141,0.032018
id15544,0.129986,0.081876,0.788138
id25935,0.444275,0.245378,0.310347
id19230,0.397954,0.586464,0.015582
id00718,0.159825,0.013419,0.826757
id00274,0.851452,0.141192,0.007355
id16546,0.901702,0.077139,0.021159
id02136,0.000591,0.998139,0.001270
id19618,0.086795,0.620335,0.292870
id00503,0.165398,0.006305,0.828297
id11300,0.031863,0.960389,0.007748
id21526,0.011669,0.985199,0.003132
id07300,0.016602,0.946044,0.037354
id18782,0.283774,0.692481,0.023745
id01883,0.173048,0.709607,0.117346
id25235,0.407739,0.439843,0.152418
id03747,0.156429,0.026659,0.816912
id07155,0.681526,0.109912,0.208562
id00565,0.985178,0.012284,0.002538
id11232,0.853999,0.018916,0.127085
id00722,0.038171,0.827277,0.134552
id19963,0.254907,0.534632,0.210461
id16866,0.661363,0.043219,0.295419
id17280,0.025172,0.964518,0.010310
id04309,0.257916,0.478833,0.263251
id23317,0.042617,0.952617,0.004766
id25757,0.067763,0.877263,0.054974
id17088,0.028021,0.006666,0.965313
id19779,0.122889,0.009605,0.867506
id26845,0.041655,0.536785,0.421560
id01923,0.600895,0.324080,0.075025
id09394,0.029208,0.614011,0.356781
id25978,0.400159,0.244847,0.354994
id03898,0.680355,0.208690,0.110955
id11967,0.461695,0.068953,0.469352
id14964,0.495382,0.022558,0.482060
id06337,0.004870,0.012936,0.982194
id26501,0.079875,0.022120,0.898006
id20513,0.926222,0.048555,0.025223
id05044,0.801079,0.059509,0.139411
id07951,0.465948,0.116582,0.417470
id14796,0.281775,0.131928,0.586297
id09780,0.013872,0.013150,0.972977
id13597,0.917789,0.022834,0.059378
id26413,0.934989,0.061086,0.003925
id14007,0.041639,0.938725,0.019636
id01799,0.121767,0.203989,0.674244
id24712,0.171382,0.182748,0.645871
id13156,0.375541,0.448424,0.176036
id25468,0.024234,0.007329,0.968437
id25877,0.488199,0.199273,0.312528
id22485,0.036596,0.957768,0.005636
id09229,0.203592,0.025003,0.771405
id25687,0.210000,0.095802,0.694197
id12266,0.229418,0.419880,0.350702
id19723,0.936344,0.011858,0.051798
id03536,0.999521,0.000382,0.000097
id24370,0.063341,0.881948,0.054710
id10745,0.000145,0.999553,0.000303
id17620,0.782593,0.066989,0.150418
id16290,0.052652,0.909684,0.037663
id04325,0.225941,0.056380,0.717679
id23332,0.088516,0.074872,0.836613
id15082,0.014234,0.984495,0.001272
id21581,0.068998,0.149580,0.781422
id17460,0.830992,0.027560,0.141448
id17003,0.417878,0.385964,0.196158
id15193,0.010027,0.982258,0.007715
id08389,0.227246,0.039517,0.733237
id19831,0.015144,0.001733,0.983123
id25627,0.011647,0.015755,0.972598
id14051,0.393525,0.155110,0.451365
id00942,0.965097,0.011556,0.023347
id09184,0.008791,0.968652,0.022557
id21762,0.601620,0.380559,0.017821
id07390,0.390727,0.575942,0.033331
id25785,0.254752,0.407555,0.337692
id17567,0.040849,0.919946,0.039205
id13118,0.014432,0.982047,0.003521
id17508,0.028571,0.012054,0.959375
id21192,0.928918,0.010947,0.060135
id27884,0.649657,0.286231,0.064112
id08686,0.066641,0.781779,0.151580
id01360,0.833377,0.153936,0.012687
id13689,0.699329,0.128717,0.171955
id01772,0.226124,0.166944,0.606932
id17507,0.121772,0.740010,0.138218
id17644,0.582100,0.168604,0.249296
id00494,0.727533,0.131748,0.140719
id09881,0.127186,0.853902,0.018912
id02306,0.634066,0.031198,0.334736
id06761,0.886908,0.080542,0.032549
id15045,0.074568,0.181179,0.744254
id05992,0.100748,0.005044,0.894207
id18245,0.546693,0.229765,0.223542
id01047,0.393797,0.412015,0.194188
id23601,0.134445,0.044031,0.821525
id13140,0.527858,0.140384,0.331758
id05280,0.009744,0.946402,0.043854
id03728,0.238268,0.095806,0.665927
id15626,0.808296,0.022610,0.169094
id03086,0.028036,0.034430,0.937534
id27898,0.035072,0.860743,0.104186
id05891,0.960526,0.009169,0.030305
id02214,0.047593,0.081932,0.870475
id17274,0.755827,0.141877,0.102296
id09359,0.574809,0.011076,0.414115
id03320,0.869111,0.005777,0.125112
id26061,0.706478,0.088937,0.204585
id02869,0.976458,0.018796,0.004746
id21891,0.000162,0.999714,0.000124
id06182,0.134479,0.759357,0.106164
id13429,0.013026,0.974890,0.012083
id15943,0.028114,0.032087,0.939798
id13008,0.212868,0.597440,0.189692
id08587,0.828374,0.031792,0.139834
id03346,0.929134,0.058915,0.011950
id02052,0.081783,0.178714,0.739503
id00916,0.235187,0.679451,0.085363
id11093,0.201223,0.445173,0.353604
id15190,0.987880,0.006160,0.005960
id23076,0.077646,0.322298,0.600057
id25738,0.005764,0.985521,0.008715
id21546,0.004238,0.000694,0.995068
id17764,0.920731,0.039241,0.040028
id11990,0.753577,0.230019,0.016404
id21050,0.055679,0.139198,0.805123
id18324,0.087032,0.249121,0.663847
id20690,0.340107,0.297268,0.362625
id19799,0.063994,0.033346,0.902660
id12658,0.819393,0.103443,0.077164
id03781,0.119689,0.027102,0.853210
id04870,0.135774,0.735189,0.129037
id20596,0.074388,0.908858,0.016754
id26849,0.984863,0.003380,0.011757
id00600,0.278706,0.676158,0.045136
id11902,0.636209,0.203211,0.160579
id19219,0.985097,0.005382,0.009521
id14788,0.045190,0.952396,0.002413
id22482,0.014580,0.949228,0.036192
id15378,0.005808,0.993368,0.000824
id14696,0.007175,0.991957,0.000868
id17359,0.295174,0.173690,0.531136
id16190,0.771059,0.099042,0.129899
id21285,0.675237,0.173019,0.151745
id06812,0.838118,0.051441,0.110441
id15579,0.002252,0.026675,0.971073
id26672,0.906773,0.088854,0.004373
id09842,0.025719,0.614998,0.359283
id06045,0.977018,0.019585,0.003397
id21233,0.865029,0.080082,0.054889
id16227,0.942531,0.032860,0.024608
id17437,0.024133,0.145607,0.830260
id02309,0.837130,0.156846,0.006024
id18232,0.020771,0.004389,0.974840
id23419,0.000193,0.000002,0.999805
id11924,0.906885,0.045936,0.047180
id12263,0.971007,0.004533,0.024460
id16734,0.686076,0.074418,0.239506
id07989,0.874006,0.078252,0.047742
id24633,0.029302,0.259509,0.711189
id19770,0.857981,0.016088,0.125930
id05094,0.205728,0.197984,0.596289
id07252,0.845790,0.094984,0.059226
id12536,0.833736,0.087557,0.078707
id24324,0.714395,0.038882,0.246723
id25546,0.134445,0.130144,0.735411
id24732,0.991229,0.003714,0.005057
id07280,0.300589,0.507020,0.192391
id23268,0.714477,0.163462,0.122061
id18050,0.123671,0.016193,0.860135
id19360,0.959473,0.025185,0.015342
id00456,0.101905,0.862944,0.035151
id14069,0.218759,0.770438,0.010803
id24965,0.050631,0.938808,0.010561
id13245,0.387358,0.075421,0.537221
id22515,0.000696,0.996735,0.002569
id11332,0.800841,0.077239,0.121920
id19876,0.089546,0.021064,0.889389
id18315,0.561004,0.066023,0.372974
id05260,0.061695,0.862699,0.075605
id14594,0.095787,0.897305,0.006908
id12867,0.794382,0.180434,0.025184
id05902,0.062807,0.816475,0.120718
id06390,0.060616,0.005557,0.933827
id06005,0.366147,0.256535,0.377318
id24075,0.517711,0.280701,0.201588
id12630,0.409750,0.565661,0.024589
id26378,0.004239,0.003569,0.992191
id05535,0.073482,0.642761,0.283757
id26702,0.010541,0.018560,0.970899
id25209,0.337559,0.279350,0.383091
id19835,0.015821,0.009474,0.974705
id09511,0.040639,0.849247,0.110114
id27364,0.738995,0.216785,0.044221
id09695,0.405549,0.180094,0.414357
id16165,0.822984,0.073297,0.103719
id19503,0.033700,0.011784,0.954516
id13511,0.165758,0.112345,0.721897
id18752,0.126049,0.055513,0.818438
id18278,0.795043,0.164025,0.040932
id27219,0.301080,0.346320,0.352601
id05454,0.114718,0.841193,0.044089
id12347,0.097775,0.207002,0.695223
id10397,0.859298,0.115749,0.024953
id18543,0.719717,0.053290,0.226993
id05210,0.981476,0.017717,0.000807
id23141,0.061068,0.931707,0.007226
id17139,0.821192,0.106707,0.072101
id21399,0.878663,0.048912,0.072425
id18728,0.245076,0.394857,0.360067
id12170,0.147596,0.840216,0.012188
id02225,0.248786,0.610638,0.140576
id27210,0.022478,0.965940,0.011583
id01242,0.278560,0.479433,0.242007
id16587,0.074933,0.241578,0.683489
id11144,0.224585,0.081062,0.694353
id13709,0.808999,0.032504,0.158497
id00841,0.019612,0.966322,0.014066
id09692,0.000196,0.000968,0.998836
id07635,0.925678,0.066744,0.007578
id11375,0.901941,0.048270,0.049789
id05703,0.542076,0.353609,0.104316
id02757,0.917840,0.079861,0.002299
id08216,0.059058,0.912692,0.028250
id09311,0.117342,0.062624,0.820033
id11169,0.897580,0.075736,0.026684
id23806,0.955306,0.026471,0.018224
id01253,0.579496,0.012481,0.408023
id27558,0.060247,0.916527,0.023226
id06695,0.994676,0.004287,0.001036
id22654,0.006749,0.976489,0.016762
id16201,0.901092,0.010578,0.088330
id00873,0.217101,0.755971,0.026929
id07131,0.240383,0.740255,0.019362
id11454,0.024451,0.913560,0.061989
id19481,0.969175,0.017262,0.013563
id16409,0.457241,0.056562,0.486197
id01686,0.835659,0.092126,0.072215
id24068,0.832107,0.089889,0.078003
id14825,0.783285,0.129491,0.087224
id13611,0.544686,0.431811,0.023503
id05586,0.999572,0.000253,0.000175
id04497,0.896179,0.088802,0.015019
id13912,0.410981,0.369681,0.219338
id09675,0.079749,0.249476,0.670775
id23620,0.019051,0.922611,0.058338
id05596,0.014720,0.195839,0.789441
id09067,0.003095,0.001120,0.995785
id05445,0.009962,0.987070,0.002969
id16825,0.020274,0.084280,0.895446
id21127,0.992590,0.003327,0.004083
id01740,0.026302,0.020870,0.952828
id12719,0.769488,0.035703,0.194809
id14137,0.075818,0.321140,0.603042
id08909,0.004362,0.004510,0.991128
id24041,0.541419,0.134567,0.324014
id14489,0.793964,0.114431,0.091605
id14961,0.066453,0.012873,0.920674
id19923,0.741532,0.205321,0.053146
id03339,0.039349,0.904768,0.055883
id08864,0.030089,0.047336,0.922575
id19803,0.178565,0.068281,0.753154
id09810,0.773904,0.048640,0.177456
id23324,0.999332,0.000230,0.000438
id22050,0.032196,0.956051,0.011753
id11386,0.278860,0.696534,0.024605
id14739,0.966794,0.006388,0.026818
id02882,0.801849,0.142102,0.056049
id11988,0.114115,0.379258,0.506627
id18839,0.162023,0.690265,0.147711
id08474,0.015555,0.976387,0.008058
id01060,0.177375,0.793428,0.029197
id06551,0.948476,0.016329,0.035196
id06210,0.533829,0.007694,0.458477
id12349,0.004589,0.004916,0.990495
id21813,0.206690,0.061695,0.731615
id13028,0.158284,0.650543,0.191174
id10021,0.192377,0.146152,0.661471
id07425,0.042605,0.006159,0.951235
id24409,0.049110,0.943442,0.007448
id21183,0.816439,0.143360,0.040201
id26178,0.097715,0.893396,0.008889
id24033,0.064148,0.103653,0.832199
id14793,0.002631,0.004080,0.993289
id03053,0.909412,0.059598,0.030990
id24285,0.448463,0.313740,0.237797
id09137,0.998613,0.000935,0.000452
id03185,0.797768,0.036396,0.165835
id21242,0.055674,0.854435,0.089891
id17446,0.030243,0.074734,0.895023
id00087,0.027370,0.949160,0.023470
id11019,0.937300,0.052791,0.009909
id18832,0.221342,0.658735,0.119923
id19224,0.109555,0.101685,0.788760
id17436,0.161193,0.133499,0.705308
id09895,0.008832,0.012261,0.978907
id20296,0.167795,0.008650,0.823556
id03074,0.323977,0.593740,0.082282
id09152,0.031039,0.909845,0.059116
id15277,0.016071,0.003449,0.980480
id07520,0.432038,0.549081,0.018881
id12928,0.042044,0.956040,0.001916
id06197,0.024299,0.034393,0.941308
id24099,0.872577,0.039373,0.088050
id17392,0.844948,0.112502,0.042550
id17303,0.492200,0.340686,0.167114
id05682,0.987035,0.003674,0.009291
id14339,0.993011,0.001660,0.005329
id07873,0.119830,0.145091,0.735080
id06939,0.336930,0.519360,0.143711
id14827,0.571203,0.162326,0.266471
id19768,0.426595,0.339599,0.233807
id18080,0.962448,0.005102,0.032450
id17384,0.475584,0.365959,0.158457
id12059,0.615709,0.228457,0.155834
id27382,0.003020,0.008071,0.988908
id23252,0.428246,0.217182,0.354572
id14797,0.137466,0.176345,0.686190
id25826,0.009770,0.007713,0.982518
id27569,0.864546,0.019205,0.116250
id05079,0.971396,0.020646,0.007958
id23749,0.864209,0.043644,0.092147
id04852,0.001491,0.000138,0.998371
id08920,0.829126,0.117340,0.053534
id15229,0.789000,0.036966,0.174033
id11992,0.064811,0.654597,0.280592
id21087,0.084842,0.264116,0.651042
id22173,0.849797,0.033542,0.116661
id26488,0.584793,0.333361,0.081846
id09378,0.692167,0.023756,0.284078
id19280,0.217675,0.767377,0.014948
id00701,0.039001,0.057196,0.903803
id18252,0.966230,0.014186,0.019584
id19850,0.058981,0.092684,0.848335
id00967,0.448730,0.393688,0.157582
id00670,0.596475,0.219196,0.184329
id10795,0.055326,0.005830,0.938844
id27312,0.079266,0.305899,0.614835
id10703,0.137072,0.066938,0.795990
id25596,0.561317,0.295721,0.142962
id00443,0.158577,0.004833,0.836590
id21638,0.067596,0.908121,0.024283
id15800,0.046783,0.849077,0.104140
id23367,0.924741,0.057783,0.017476
id03600,0.447502,0.357470,0.195028
id07147,0.052698,0.245673,0.701630
id02654,0.033394,0.951135,0.015471
id17965,0.002818,0.992661,0.004521
id24304,0.067687,0.900136,0.032177
id11626,0.909703,0.078844,0.011453
id17604,0.094476,0.135094,0.770429
id24725,0.815091,0.142862,0.042047
id08894,0.984992,0.010793,0.004215
id01352,0.150552,0.158909,0.690539
id07907,0.994396,0.004479,0.001125
id02681,0.050285,0.002405,0.947310
id23951,0.006525,0.981792,0.011684
id11154,0.752646,0.050642,0.196712
id13182,0.476124,0.419387,0.104489
id04576,0.022186,0.976959,0.000855
id16318,0.875923,0.039733,0.084344
id05472,0.167717,0.026276,0.806007
id20567,0.867136,0.103332,0.029531
id21385,0.317194,0.463732,0.219074
id09834,0.398900,0.413537,0.187563
id02954,0.907195,0.047936,0.044869
id15456,0.085256,0.833428,0.081316
id06958,0.983207,0.005678,0.011115
id18053,0.608890,0.006105,0.385006
id05180,0.018961,0.949608,0.031431
id21648,0.976334,0.003867,0.019799
id27095,0.101012,0.847761,0.051228
id16645,0.005752,0.992526,0.001722
id22508,0.931970,0.032886,0.035144
id01151,0.380895,0.167991,0.451114
id03451,0.154875,0.645564,0.199561
id20279,0.229522,0.252106,0.518371
id17480,0.444420,0.434606,0.120974
id08280,0.054906,0.892667,0.052427
id19245,0.658897,0.050974,0.290129
id20463,0.852161,0.102233,0.045607
id01510,0.097572,0.733790,0.168638
id22724,0.022961,0.114547,0.862492
id03386,0.090019,0.012663,0.897318
id26858,0.811893,0.142249,0.045857
id27612,0.888529,0.032894,0.078577
id14606,0.891533,0.051012,0.057455
id09273,0.027361,0.115199,0.857439
id07736,0.055952,0.054021,0.890026
id22879,0.870908,0.095244,0.033848
id01075,0.022169,0.952925,0.024906
id14038,0.356195,0.607924,0.035881
id10294,0.570621,0.377700,0.051679
id06738,0.160590,0.602308,0.237103
id06932,0.062955,0.893088,0.043957
id20905,0.084140,0.709165,0.206695
id03466,0.689022,0.055419,0.255559
id17100,0.319892,0.035390,0.644719
id00585,0.039732,0.053817,0.906451
id05385,0.847104,0.097166,0.055730
id21658,0.963964,0.027330,0.008707
id25140,0.039285,0.948353,0.012362
id14623,0.072453,0.871841,0.055706
id06925,0.239998,0.406352,0.353651
id03102,0.286153,0.114512,0.599335
id15215,0.286417,0.673901,0.039682
id16162,0.002582,0.995272,0.002146
id12412,0.075335,0.620350,0.304314
id27708,0.773532,0.023297,0.203171
id18508,0.397385,0.252597,0.350018
id19857,0.906188,0.034775,0.059037
id27904,0.851262,0.095853,0.052884
id27345,0.052821,0.327257,0.619922
id09516,0.019475,0.977777,0.002749
id24277,0.011424,0.937506,0.051070
id26935,0.030677,0.922445,0.046878
id08544,0.081169,0.331500,0.587331
id13779,0.932376,0.028598,0.039026
id17103,0.802242,0.100309,0.097449
id01771,0.798611,0.030243,0.171146
id08211,0.220312,0.436575,0.343113
id06392,0.999034,0.000838,0.000128
id25629,0.743953,0.227056,0.028991
id15194,0.276314,0.236958,0.486729
id23962,0.346604,0.610952,0.042444
id14252,0.107986,0.041598,0.850415
id15381,0.847721,0.010721,0.141559
id17385,0.118508,0.063687,0.817806
id22826,0.892359,0.065333,0.042308
id16485,0.110786,0.753182,0.136031
id25744,0.939196,0.051958,0.008846
id09192,0.935744,0.059219,0.005037
